Protein_ID,Type,Tm,pLDDT,Status
P53905,meso,50.27238276,80.33,High quality
P53912,meso,51.01256711,96.82,High quality
P53914,meso,53.12477376,78.85,High quality
P53927,meso,51.90499107,76.73,High quality
P53981,meso,44.24003496,95.55,High quality
P54070,meso,45.38026218,92.26,High quality
P54113,meso,59.90011989,96.48,High quality
P54114,meso,48.678059,97.47,High quality
P54115,meso,50.81260377,97.71,High quality
P54838,meso,54.57681432,95.47,High quality
P54839,meso,53.99691762,93.8,High quality
P54885,meso,47.09535829,94.57,High quality
P60010,meso,51.87451042,95.66,High quality
P80210,meso,52.17614374,94.98,High quality
P89105,meso,44.32580562,80.2,High quality
Q00711,meso,46.36004977,94.06,High quality
Q00764,meso,51.40968672,92.44,High quality
Q00955,meso,43.87862721,84.09,High quality
Q01080,meso,55.02256385,85.44,High quality
Q01217,meso,49.53922096,85.22,High quality
Q01454,thermo,62.79047214,82.68,High quality
Q01532,meso,46.56721428,95.24,High quality
Q01560,meso,49.5698991,60.48,Low quality (pLDDT < 70)
Q01662,meso,50.23502063,92.04,High quality
Q01855,meso,54.1948087,86.96,High quality
Q01939,meso,53.0008433,81.36,High quality
Q02326,meso,55.77645912,91.84,High quality
Q02354,meso,45.10424378,82.19,High quality
Q02753,meso,51.86054148,93.7,High quality
Q02892,meso,51.36714239,83.69,High quality
Q02908,meso,53.15067304,90.44,High quality
Q02933,meso,50.77862026,88.25,High quality
Q03048,thermo,62.41560346,92.55,High quality
Q03104,meso,50.06536091,64.54,Low quality (pLDDT < 70)
Q03161,meso,45.83190241,96.67,High quality
Q03195,meso,49.41996091,88.57,High quality
Q03219,meso,55.06217053,93.96,High quality
Q03337,meso,45.93405539,69.6,Low quality (pLDDT < 70)
Q03533,meso,46.32458246,64.85,Low quality (pLDDT < 70)
Q03558,meso,47.65314328,98.35,High quality
Q03655,meso,45.34470739,84.69,High quality
Q03774,meso,44.27683599,91.03,High quality
Q03835,meso,47.51616421,85.54,High quality
Q03940,meso,52.27373876,85.85,High quality
Q04062,meso,56.34809977,70.31,High quality
Q04175,meso,54.25985885,90.74,High quality
Q04228,meso,51.28063108,77.48,High quality
Q04264,meso,52.0507335,84.91,High quality
Q04344,meso,52.75820749,91.98,High quality
Q04410,meso,51.82520746,74.55,High quality
Q04432,meso,43.17891502,97.93,High quality
Q04491,meso,45.51354812,92.0,High quality
Q04493,meso,54.96301308,89.77,High quality
Q04636,meso,49.744974,78.44,High quality
Q04728,meso,58.33070097,94.57,High quality
Q04773,meso,48.95560039,73.83,High quality
Q04792,meso,52.43829134,87.41,High quality
Q04869,meso,52.53247419,96.76,High quality
Q04894,meso,51.44454746,95.82,High quality
Q04947,meso,51.64428783,74.46,High quality
Q04969,meso,54.9984562,84.73,High quality
Q05016,meso,52.71829582,97.79,High quality
Q05022,meso,42.99910087,76.89,High quality
Q05040,thermo,60.01703003,66.84,Low quality (pLDDT < 70)
Q05506,meso,49.64892242,91.7,High quality
Q05515,meso,47.42827713,82.57,High quality
Q05584,meso,46.65357384,97.51,High quality
Q05636,meso,51.50588024,89.11,High quality
Q05788,meso,52.08970161,94.24,High quality
Q05790,meso,54.07938651,87.17,High quality
Q05881,meso,53.33078818,87.36,High quality
Q05905,thermo,62.24011122,97.5,High quality
Q05911,meso,53.16887943,96.51,High quality
Q06103,meso,44.22381147,82.52,High quality
Q06151,meso,51.20162333,93.53,High quality
Q06336,meso,47.75045182,72.81,High quality
Q06523,meso,55.79576155,72.05,High quality
Q06625,meso,41.93107657,92.02,High quality
Q06644,meso,52.05465522,87.84,High quality
Q06685,meso,44.45600445,77.08,High quality
Q06706,thermo,60.73438219,87.21,High quality
Q07505,meso,42.73735463,97.15,High quality
Q07551,meso,53.14383244,96.92,High quality
Q07716,meso,52.63982297,88.66,High quality
Q07915,meso,50.51370911,83.67,High quality
Q08220,meso,55.24250463,93.81,High quality
Q08225,meso,55.64828384,94.25,High quality
Q08245,meso,51.22644407,66.13,Low quality (pLDDT < 70)
Q08645,meso,51.48199694,87.94,High quality
Q08647,meso,48.65975229,85.6,High quality
Q08686,meso,43.57582238,96.07,High quality
Q08723,meso,44.53563781,83.7,High quality
Q08972,meso,41.92515004,76.61,High quality
Q08985,meso,54.63879935,94.6,High quality
Q10740,meso,51.98199089,92.85,High quality
Q12040,meso,47.63039502,90.77,High quality
Q12055,meso,49.25247837,92.89,High quality
Q12074,meso,51.26077512,96.62,High quality
Q12114,meso,52.21505725,62.3,Low quality (pLDDT < 70)
Q12118,meso,52.4435439,77.7,High quality
Q12122,meso,43.77623319,86.14,High quality
Q12154,meso,45.11866761,83.46,High quality
Q12166,meso,50.96415608,91.32,High quality
Q12184,thermo,60.86920628,78.82,High quality
Q12189,meso,54.56386014,96.62,High quality
Q12207,meso,51.13984474,82.63,High quality
Q12220,meso,42.63945244,84.57,High quality
Q12250,meso,45.76553267,77.7,High quality
Q12271,meso,53.88398892,75.79,High quality
Q12275,meso,53.98766193,80.27,High quality
Q12305,meso,42.58665443,91.1,High quality
Q12306,meso,55.14468733,77.69,High quality
Q12314,meso,51.58028216,91.79,High quality
Q12335,meso,40.38206424,97.62,High quality
Q12363,meso,50.96179563,83.12,High quality
Q12387,meso,40.56808143,93.82,High quality
Q12406,meso,45.7665143,86.18,High quality
Q12434,meso,54.56142405,89.09,High quality
Q12443,meso,57.8056383,58.99,Low quality (pLDDT < 70)
Q12450,meso,43.53836749,85.8,High quality
Q12452,meso,42.6206773,93.43,High quality
Q12455,meso,56.90815211,95.28,High quality
Q12458,meso,46.84886145,96.35,High quality
Q12499,meso,47.83138328,79.46,High quality
Q12512,meso,46.20274286,89.19,High quality
Q12522,meso,57.27786794,90.69,High quality
Q12532,meso,51.6752175,75.63,High quality
Q3E754,meso,50.21400173,95.86,High quality
Q99385,meso,43.97738109,87.55,High quality
A0AVT1,meso,58.85567379,91.46,High quality
A0MZ66,meso,58.49425333,71.61,High quality
B0QY89,thermo,65.58551039,61.66,Low quality (pLDDT < 70)
B1AJY7,thermo,64.4173609,94.44,High quality
B1AK13,thermo,61.94470771,95.62,High quality
B1AK87,thermo,60.69152318,92.81,High quality
B3KNJ4,meso,59.53562404,80.75,High quality
B3KVN2,thermo,60.6114134,94.31,High quality
B3KYB6,meso,59.40179301,96.12,High quality
B4DLR8,meso,44.61038068,93.06,High quality
B4DTC3,meso,59.54303419,60.38,Low quality (pLDDT < 70)
B4DUR8,thermo,60.32609817,88.38,High quality
B5MDF5,meso,58.33655634,82.44,High quality
B7Z5J4,thermo,61.55637659,96.12,High quality
B7Z7F3,thermo,61.09275303,58.09,Low quality (pLDDT < 70)
B7Z8V7,meso,59.53408749,83.88,High quality
B8ZZN6,meso,54.98366212,58.31,Low quality (pLDDT < 70)
B9A018,meso,49.21455778,72.5,High quality
B9ZVT1,thermo,62.11544631,53.62,Low quality (pLDDT < 70)
C9IZN5,thermo,64.89685007,75.19,High quality
C9J0K6,meso,49.48656504,89.81,High quality
C9J9K3,thermo,60.06527649,83.44,High quality
C9JIF9,thermo,62.78787105,88.44,High quality
C9JQQ2,meso,58.94208502,89.62,High quality
C9JW69,thermo,63.7825414,90.0,High quality
C9JZR2,meso,54.08748594,63.19,Low quality (pLDDT < 70)
D6R9P3,meso,58.71814489,64.88,Low quality (pLDDT < 70)
D6RAX2,thermo,62.55891545,92.44,High quality
D6RER5,thermo,60.05795822,81.31,High quality
E5RHG8,meso,46.78670449,76.25,High quality
E7ETU9,meso,42.5937428,91.19,High quality
E7EVH3,meso,58.06124773,44.41,Low quality (pLDDT < 70)
E7EX17,meso,48.8030497,46.25,Low quality (pLDDT < 70)
E7EX44,meso,59.54833986,55.88,Low quality (pLDDT < 70)
E9PHS0,thermo,62.70134724,94.88,High quality
E9PIR7,meso,59.87595493,97.44,High quality
E9PK52,meso,43.90091562,58.62,Low quality (pLDDT < 70)
F5GY88,meso,59.1748407,80.06,High quality
F5GYN4,meso,58.87464995,95.06,High quality
F8VQE1,thermo,62.88239167,45.34,Low quality (pLDDT < 70)
F8VRQ4,thermo,61.42020299,86.62,High quality
F8VUX1,meso,50.69689806,76.94,High quality
F8W031,meso,51.06646109,70.12,High quality
F8W6I7,meso,46.73272427,70.06,High quality
F8W726,meso,41.63021917,36.5,Low quality (pLDDT < 70)
F8WDD7,thermo,65.72876492,91.75,High quality
G3V1A4,meso,52.99733855,83.25,High quality
G3V1C3,meso,49.85946768,85.19,High quality
G3V1Q4,meso,40.66553885,77.69,High quality
G3V295,meso,59.51159121,93.94,High quality
G3V3M6,meso,50.92178454,86.88,High quality
G3V4C1,thermo,60.79850714,67.38,Low quality (pLDDT < 70)
G3V529,thermo,62.61685684,62.25,Low quality (pLDDT < 70)
G3V5Z3,thermo,60.88397209,84.38,High quality
G3XAH6,meso,59.89669453,73.12,High quality
G5E9W3,thermo,64.28727526,88.44,High quality
H0Y2Y8,thermo,60.62093546,57.66,Low quality (pLDDT < 70)
H0Y3P2,meso,49.55748778,69.06,Low quality (pLDDT < 70)
H0Y4R1,thermo,61.60391583,88.06,High quality
H0YD13,meso,54.47943184,69.12,Low quality (pLDDT < 70)
H0YEN5,meso,57.35095055,87.44,High quality
H0YMM5,meso,54.79657078,81.81,High quality
H3BQN4,meso,44.75951697,92.5,High quality
H3BQQ9,meso,44.86160825,96.75,High quality
H3BTL1,meso,59.25244922,89.94,High quality
H3BUF6,meso,58.79940568,42.62,Low quality (pLDDT < 70)
H3BUP2,meso,51.98749051,70.94,High quality
H7BYY1,meso,58.97431979,91.69,High quality
H7BZJ3,meso,55.01879262,89.25,High quality
I3L397,thermo,64.93632686,85.31,High quality
I3L3Q4,meso,58.14894717,92.12,High quality
J3KMY5,meso,59.05848628,90.44,High quality
J3KQ32,meso,59.41137614,84.69,High quality
J3KTA4,meso,59.96771122,75.75,High quality
J3KTF8,meso,55.84387359,70.81,High quality
J3QRS3,meso,51.26114362,79.75,High quality
J3QT28,thermo,63.27413207,95.75,High quality
K7ELL7,meso,54.92114288,80.31,High quality
K7ER90,meso,58.11012748,64.31,Low quality (pLDDT < 70)
K7ERF1,meso,45.54770491,81.12,High quality
L0R819,meso,58.34806212,82.08,High quality
M0QZH0,meso,58.61845632,78.31,High quality
M0R259,meso,50.64684805,95.44,High quality
O00151,thermo,60.81198647,69.87,Low quality (pLDDT < 70)
O00231,thermo,60.16596102,83.04,High quality
O00232,meso,59.40051245,78.74,High quality
O00267,meso,58.27193259,68.61,Low quality (pLDDT < 70)
O00299,meso,57.91909368,94.08,High quality
O00468,meso,42.33708445,69.46,Low quality (pLDDT < 70)
O00505,thermo,64.20277079,86.45,High quality
O14497,meso,59.38610254,46.86,Low quality (pLDDT < 70)
O14545,meso,59.49187677,57.32,Low quality (pLDDT < 70)
O14561,meso,50.39683613,77.87,High quality
O14737,meso,42.09521748,74.06,High quality
O14744,thermo,60.25139117,93.11,High quality
O14776,meso,42.56886564,68.2,Low quality (pLDDT < 70)
O14818,meso,59.67925438,93.86,High quality
O14974,thermo,60.42625798,60.0,Low quality (pLDDT < 70)
O14980,meso,59.72851352,91.43,High quality
O15020,thermo,60.39696516,76.27,High quality
O15042,meso,47.0154005,64.32,Low quality (pLDDT < 70)
O15091,thermo,60.20823821,78.85,High quality
O15173,meso,44.81101237,77.72,High quality
O15198,meso,59.68208991,81.07,High quality
O15446,meso,58.17220002,56.34,Low quality (pLDDT < 70)
O43143,meso,54.20089406,86.01,High quality
O43148,thermo,60.64197873,77.06,High quality
O43172,meso,45.5013312,82.08,High quality
O43242,thermo,62.14474003,72.79,High quality
O43290,meso,59.24955825,63.62,Low quality (pLDDT < 70)
O43390,meso,49.42938738,69.03,Low quality (pLDDT < 70)
O43399,meso,59.90560506,68.76,Low quality (pLDDT < 70)
O43516,thermo,60.10546959,56.64,Low quality (pLDDT < 70)
O43592,meso,59.93780601,91.46,High quality
O43660,meso,59.42357619,77.79,High quality
O43707,meso,59.10563336,84.35,High quality
O43715,meso,58.44584151,87.44,High quality
O43790,thermo,61.51999569,73.51,High quality
O43805,meso,55.29228059,93.11,High quality
O43809,meso,50.65976803,90.57,High quality
O43818,meso,59.24990311,83.54,High quality
O43847,meso,58.97789669,82.83,High quality
O43852,meso,50.30979232,75.83,High quality
O60216,thermo,60.83777562,61.0,Low quality (pLDDT < 70)
O60264,thermo,60.06538478,74.94,High quality
O60306,thermo,60.76626646,84.09,High quality
O60493,thermo,61.48794595,89.04,High quality
O60506,meso,48.92094376,70.8,High quality
O60675,meso,59.71844812,83.1,High quality
O60832,thermo,62.90254167,79.03,High quality
O60841,meso,59.38670453,65.88,Low quality (pLDDT < 70)
O60869,meso,51.1514905,83.58,High quality
O60884,meso,52.61713481,82.99,High quality
O60885,meso,59.12952892,55.01,Low quality (pLDDT < 70)
O75083,meso,57.59405778,96.54,High quality
O75153,thermo,60.97058081,83.04,High quality
O75340,meso,58.69375232,89.01,High quality
O75351,thermo,60.14815045,85.8,High quality
O75369,meso,57.41071868,76.42,High quality
O75439,meso,59.24237656,87.12,High quality
O75489,meso,54.88320517,82.82,High quality
O75531,meso,58.42063796,96.78,High quality
O75533,thermo,60.70467251,74.73,High quality
O75607,meso,59.22274835,79.42,High quality
O75643,meso,54.32424556,83.43,High quality
O75822,meso,50.2597486,68.29,Low quality (pLDDT < 70)
O75947,thermo,61.31074395,86.04,High quality
O76031,thermo,60.69250902,66.78,Low quality (pLDDT < 70)
O94776,meso,41.90175189,75.73,High quality
O94906,thermo,65.80821307,79.95,High quality
O94986,meso,58.56809378,60.42,Low quality (pLDDT < 70)
O95202,meso,59.70774871,66.42,Low quality (pLDDT < 70)
O95336,meso,41.42526912,95.06,High quality
O95347,thermo,62.70119653,82.87,High quality
O95373,meso,59.88872723,87.98,High quality
O95777,thermo,60.96809276,95.74,High quality
O95881,meso,50.45161293,87.16,High quality
O96019,meso,59.23860494,91.56,High quality
P00338,meso,58.70946433,96.17,High quality
P00367,thermo,60.86625121,90.2,High quality
P00390,meso,58.9476283,91.6,High quality
P00441,meso,41.23724314,97.78,High quality
P00491,thermo,60.8965689,93.84,High quality
P00533,thermo,63.0205295,76.18,High quality
P00558,meso,49.47046823,96.53,High quality
P00568,thermo,60.1704185,95.93,High quality
P01031,meso,59.68078107,81.61,High quality
P01215,thermo,61.18190173,91.94,High quality
P02452,meso,58.77494366,53.15,Low quality (pLDDT < 70)
P02533,meso,59.78208879,73.14,High quality
P02545,meso,54.93751545,76.27,High quality
P02768,thermo,67.67648287,92.75,High quality
P02786,meso,59.55035711,86.7,High quality
P04040,meso,58.47454271,95.84,High quality
P04181,meso,43.09012495,94.01,High quality
P04264,thermo,60.23508528,63.25,Low quality (pLDDT < 70)
P04406,meso,49.95888489,98.11,High quality
P04792,meso,41.62186004,68.05,Low quality (pLDDT < 70)
P04843,meso,59.65865718,90.17,High quality
P05091,meso,51.50040493,95.89,High quality
P05198,meso,59.95061688,77.04,High quality
P05413,thermo,61.83428758,96.12,High quality
P05455,thermo,61.72512262,73.97,High quality
P05556,meso,58.43163876,85.88,High quality
P05783,meso,57.45189236,78.78,High quality
P05787,meso,44.90216492,74.38,High quality
P06733,meso,53.18867835,97.56,High quality
P06744,meso,49.34381199,97.84,High quality
P06748,meso,44.79541905,73.09,High quality
P07108,meso,46.73029211,97.17,High quality
P07195,thermo,60.6617232,96.09,High quality
P07237,meso,54.84095094,88.19,High quality
P07339,meso,49.0056681,85.01,High quality
P07737,meso,52.24261475,95.73,High quality
P07814,meso,46.16690392,82.84,High quality
P07900,meso,59.96259815,85.14,High quality
P07942,meso,59.54444445,76.34,High quality
P08238,meso,50.39205655,84.1,High quality
P08243,meso,59.52220936,94.47,High quality
P08559,meso,58.81973512,94.47,High quality
P08579,thermo,65.3605583,82.53,High quality
P08621,meso,59.80582393,70.72,High quality
P08670,meso,42.78603865,77.3,High quality
P08758,meso,59.0227362,96.1,High quality
P08779,meso,59.49385222,71.73,High quality
P09017,meso,58.0787993,64.22,Low quality (pLDDT < 70)
P09211,meso,42.49007589,98.02,High quality
P09382,meso,45.95215449,96.55,High quality
P09622,thermo,62.11305177,93.94,High quality
P09874,meso,48.528661,82.44,High quality
P09960,meso,59.79122889,96.5,High quality
P09972,meso,50.44970026,96.4,High quality
P10109,meso,53.61628295,76.19,High quality
P10412,meso,43.84024089,64.79,Low quality (pLDDT < 70)
P10515,meso,59.12970184,72.45,High quality
P10768,meso,59.08639071,98.2,High quality
P10809,meso,59.56611922,88.4,High quality
P10909,meso,40.08523445,77.07,High quality
P11021,meso,52.51706257,90.13,High quality
P11047,meso,59.43357696,75.97,High quality
P11142,meso,53.00633991,88.47,High quality
P11177,thermo,64.79894885,94.42,High quality
P11310,meso,45.32662875,93.35,High quality
P11387,meso,59.34999137,80.58,High quality
P11388,meso,49.16604603,75.94,High quality
P11413,meso,58.89081602,94.52,High quality
P11498,thermo,61.640592,90.29,High quality
P11586,thermo,61.24128603,94.46,High quality
P11940,meso,43.86255178,77.22,High quality
P12004,meso,49.63454347,94.27,High quality
P12270,meso,59.54834402,60.37,Low quality (pLDDT < 70)
P12273,meso,50.23963933,89.78,High quality
P12277,thermo,66.16083172,95.42,High quality
P12814,thermo,60.70262312,84.9,High quality
P12956,meso,53.82122662,84.23,High quality
P13010,meso,49.77546473,83.18,High quality
P13639,thermo,61.0751162,89.79,High quality
P13645,meso,40.14134296,63.91,Low quality (pLDDT < 70)
P13667,meso,49.73280885,88.84,High quality
P13674,meso,42.23862181,89.95,High quality
P13693,meso,50.06455135,90.46,High quality
P13797,meso,57.4750252,88.94,High quality
P13804,meso,47.67603044,93.97,High quality
P14174,thermo,69.4208055,98.58,High quality
P14324,meso,50.74019888,84.82,High quality
P14618,meso,59.17812208,96.68,High quality
P14625,meso,45.1552354,82.12,High quality
P14854,thermo,61.54536753,94.8,High quality
P14866,thermo,60.22203423,73.13,High quality
P14868,thermo,60.94447368,93.08,High quality
P15121,meso,52.52497209,98.31,High quality
P15151,thermo,64.39280122,84.92,High quality
P15311,meso,40.85195105,88.08,High quality
P15927,meso,58.70690188,79.58,High quality
P16152,meso,41.33060873,97.81,High quality
P16989,meso,58.07465079,59.6,Low quality (pLDDT < 70)
P17535,meso,48.55887887,61.59,Low quality (pLDDT < 70)
P17987,meso,59.71447759,88.24,High quality
P18124,thermo,60.68064031,93.92,High quality
P18206,meso,59.80552263,87.03,High quality
P18669,meso,57.52667125,93.98,High quality
P18887,meso,46.47081061,69.18,Low quality (pLDDT < 70)
P19338,meso,45.80718343,61.67,Low quality (pLDDT < 70)
P20042,thermo,61.91707557,64.05,Low quality (pLDDT < 70)
P20290,thermo,66.40467989,72.76,High quality
P20618,thermo,65.86031467,91.37,High quality
P20700,thermo,60.09891811,82.14,High quality
P21266,meso,59.70298965,96.38,High quality
P21283,meso,58.88316984,91.56,High quality
P21291,meso,55.28324453,71.75,High quality
P21333,meso,58.99964589,76.58,High quality
P22033,thermo,63.56757264,92.86,High quality
P22234,thermo,61.1342112,95.59,High quality
P22307,meso,48.05284954,92.17,High quality
P22314,meso,46.48950736,92.29,High quality
P22626,meso,47.66145758,68.44,Low quality (pLDDT < 70)
P23193,thermo,60.68201111,80.86,High quality
P23246,meso,48.2166434,67.22,Low quality (pLDDT < 70)
P23284,meso,50.21696042,91.73,High quality
P23368,meso,52.39790809,94.24,High quality
P23381,meso,56.03679351,91.41,High quality
P23396,thermo,60.94271906,91.01,High quality
P23434,thermo,61.60832387,84.82,High quality
P23526,thermo,60.31974622,98.24,High quality
P23919,thermo,60.09046612,95.77,High quality
P24534,meso,45.94089957,77.08,High quality
P24666,meso,48.69857159,96.06,High quality
P24752,meso,47.35433099,95.32,High quality
P24941,thermo,64.36557415,88.26,High quality
P25398,meso,51.70069487,81.08,High quality
P25490,thermo,66.94146058,49.88,Low quality (pLDDT < 70)
P25685,meso,43.72324157,82.55,High quality
P25705,thermo,60.42434986,88.36,High quality
P25786,thermo,64.99489521,91.9,High quality
P25787,thermo,61.61639861,94.69,High quality
P25788,meso,59.71695349,94.58,High quality
P26038,thermo,60.64049332,86.4,High quality
P26358,thermo,60.12285437,77.71,High quality
P26599,meso,40.31919692,73.25,High quality
P26639,meso,59.35032027,90.54,High quality
P26640,thermo,60.30489307,88.26,High quality
P26885,meso,58.21614782,89.7,High quality
P27694,meso,58.0654745,84.32,High quality
P27797,meso,43.70055833,89.48,High quality
P27816,meso,59.31967907,43.09,Low quality (pLDDT < 70)
P28066,thermo,60.20659608,93.74,High quality
P28482,meso,54.37814058,90.37,High quality
P28838,meso,59.41061632,94.23,High quality
P29084,meso,51.51640908,68.42,Low quality (pLDDT < 70)
P29401,thermo,66.66065336,97.01,High quality
P29692,meso,57.42582897,72.58,High quality
P29966,thermo,62.41217336,49.59,Low quality (pLDDT < 70)
P30040,meso,51.04635465,83.21,High quality
P30041,meso,59.57016496,96.62,High quality
P30044,meso,42.90659114,85.38,High quality
P30050,meso,53.79356308,69.78,Low quality (pLDDT < 70)
P30084,meso,45.28288434,91.45,High quality
P30086,meso,58.67992604,97.24,High quality
P30153,thermo,60.78288079,94.99,High quality
P30405,meso,48.38472071,88.3,High quality
P30419,thermo,64.23452551,83.75,High quality
P30533,meso,53.05519536,75.22,High quality
P30622,thermo,65.33425773,71.55,High quality
P30740,meso,52.28667378,92.34,High quality
P31153,meso,55.80818574,96.2,High quality
P31327,meso,52.20554327,93.84,High quality
P31689,thermo,60.07353506,82.99,High quality
P31937,meso,58.78878204,90.58,High quality
P31939,meso,49.56145631,97.38,High quality
P31942,thermo,60.21382191,60.67,Low quality (pLDDT < 70)
P31946,meso,48.39329274,93.47,High quality
P31947,meso,55.96910808,93.02,High quality
P31948,meso,48.12616497,89.92,High quality
P32119,meso,59.62565373,97.64,High quality
P32519,meso,54.11305498,50.76,Low quality (pLDDT < 70)
P33176,meso,58.90240695,78.84,High quality
P33552,meso,59.88787329,92.57,High quality
P33991,meso,59.88280426,73.04,High quality
P33992,thermo,61.62870806,78.6,High quality
P34897,meso,59.80660428,93.34,High quality
P34932,meso,44.65423439,85.99,High quality
P35237,thermo,60.91828998,90.51,High quality
P35241,meso,52.2705245,86.55,High quality
P35247,meso,51.5494181,65.1,Low quality (pLDDT < 70)
P35270,meso,40.39589794,96.68,High quality
P35527,thermo,60.20042203,61.78,Low quality (pLDDT < 70)
P35579,meso,47.41433001,75.93,High quality
P35613,meso,45.69476245,85.83,High quality
P35659,meso,47.11069098,65.33,Low quality (pLDDT < 70)
P35908,thermo,60.94514978,62.98,Low quality (pLDDT < 70)
P35998,thermo,64.67226415,79.65,High quality
P36551,thermo,61.19862062,78.45,High quality
P36776,thermo,60.43706307,76.83,High quality
P36871,thermo,61.6689728,97.17,High quality
P36873,thermo,62.70008913,92.83,High quality
P36957,thermo,62.63396973,76.86,High quality
P37802,meso,52.83244273,87.9,High quality
P38117,meso,58.37243052,96.4,High quality
P38646,meso,51.0079167,85.83,High quality
P38919,meso,58.54985366,88.8,High quality
P39687,meso,55.17835173,80.01,High quality
P39748,meso,41.60913813,89.66,High quality
P40222,meso,59.69408974,73.44,High quality
P40227,thermo,60.70194554,90.05,High quality
P40925,thermo,61.34346815,96.81,High quality
P40926,thermo,60.34212071,93.54,High quality
P40939,thermo,60.49650469,92.52,High quality
P41091,meso,59.16210965,84.47,High quality
P41250,thermo,60.41555832,86.03,High quality
P41252,meso,52.0355214,88.55,High quality
P42126,thermo,60.5841978,89.56,High quality
P42166,meso,48.76241376,60.18,Low quality (pLDDT < 70)
P42704,meso,41.47806557,77.57,High quality
P42765,thermo,63.05515572,97.46,High quality
P43034,meso,59.66214033,90.69,High quality
P43121,meso,50.2189092,80.19,High quality
P43243,meso,59.15457597,56.9,Low quality (pLDDT < 70)
P43686,thermo,61.0209848,79.9,High quality
P45973,meso,52.46241517,75.96,High quality
P46063,meso,43.08200515,86.37,High quality
P46459,meso,59.20229375,85.77,High quality
P46777,meso,59.19062549,94.44,High quality
P46783,meso,59.4628581,73.73,High quality
P46940,meso,58.41752415,78.48,High quality
P48147,meso,59.62361578,98.08,High quality
P48444,thermo,61.48766546,83.17,High quality
P48634,meso,57.25901184,39.77,Low quality (pLDDT < 70)
P49189,meso,58.98137434,98.27,High quality
P49327,thermo,60.79129674,85.71,High quality
P49406,thermo,60.01324724,83.9,High quality
P49411,meso,50.4532654,85.54,High quality
P49419,meso,52.72397343,95.21,High quality
P49588,meso,54.46189077,90.38,High quality
P49736,meso,46.25647385,76.24,High quality
P49916,thermo,60.02169431,75.31,High quality
P50213,meso,47.90204013,90.5,High quality
P50454,meso,52.40663786,91.17,High quality
P50502,meso,45.44604289,80.95,High quality
P50552,meso,59.2239881,69.95,Low quality (pLDDT < 70)
P50579,meso,49.99604756,85.43,High quality
P50914,meso,40.84396342,76.54,High quality
P50991,thermo,60.17979966,88.78,High quality
P51148,meso,52.25351704,84.88,High quality
P51398,thermo,65.54026483,85.06,High quality
P51532,meso,59.58608243,64.15,Low quality (pLDDT < 70)
P51608,meso,59.50388499,56.85,Low quality (pLDDT < 70)
P52272,thermo,62.14069478,55.3,Low quality (pLDDT < 70)
P52292,thermo,60.59013514,86.51,High quality
P52294,meso,59.0716743,86.44,High quality
P52298,meso,59.7224443,93.78,High quality
P52597,meso,46.10058248,64.64,Low quality (pLDDT < 70)
P52788,meso,48.81294133,94.92,High quality
P52789,thermo,65.32771013,91.85,High quality
P52815,meso,48.00079355,68.85,Low quality (pLDDT < 70)
P52907,meso,48.42136333,93.38,High quality
P53350,thermo,61.16978991,84.11,High quality
P53396,thermo,61.0511945,92.25,High quality
P53582,thermo,60.11763456,94.24,High quality
P53618,meso,41.47240402,81.95,High quality
P53999,thermo,60.98523302,76.01,High quality
P54136,meso,48.61768641,92.06,High quality
P54577,meso,42.94951055,90.93,High quality
P54652,thermo,60.99072616,88.74,High quality
P54727,meso,59.06169189,66.98,Low quality (pLDDT < 70)
P54819,meso,55.27777883,90.29,High quality
P54886,meso,41.42505075,84.14,High quality
P55010,meso,48.42512845,73.48,High quality
P55039,meso,46.04815258,85.15,High quality
P55072,thermo,61.35152292,82.82,High quality
P55145,meso,59.94753851,81.9,High quality
P55199,meso,47.37889658,67.63,Low quality (pLDDT < 70)
P55263,thermo,61.21864604,93.19,High quality
P55786,meso,57.60570353,91.5,High quality
P55809,meso,48.58804442,92.01,High quality
P56537,meso,59.23381285,91.15,High quality
P60174,meso,59.01169514,96.75,High quality
P60228,thermo,60.75458752,64.85,Low quality (pLDDT < 70)
P60660,meso,50.11457963,95.26,High quality
P60709,meso,47.38054354,95.4,High quality
P60866,thermo,60.29012726,84.98,High quality
P60953,meso,55.13705244,93.57,High quality
P61106,thermo,60.03647807,85.04,High quality
P61158,meso,48.67520917,91.6,High quality
P61160,meso,52.49470205,93.9,High quality
P61289,meso,59.70427092,86.95,High quality
P61353,thermo,61.36630933,94.41,High quality
P61604,thermo,66.48180766,88.46,High quality
P61956,meso,59.38421005,83.08,High quality
P61964,thermo,60.14640354,93.52,High quality
P61981,meso,46.05526114,94.15,High quality
P62072,thermo,61.01877069,93.36,High quality
P62136,meso,59.95918501,91.09,High quality
P62191,meso,59.19683541,77.63,High quality
P62195,thermo,65.92597694,81.95,High quality
P62258,meso,58.64630906,92.87,High quality
P62277,thermo,61.71985852,93.89,High quality
P62310,thermo,60.32010489,89.14,High quality
P62312,meso,59.25958882,92.55,High quality
P62314,thermo,62.82795637,82.79,High quality
P62316,thermo,60.27041115,90.43,High quality
P62750,thermo,61.89811425,89.33,High quality
P62753,meso,55.12500083,93.86,High quality
P62805,meso,42.45328176,89.32,High quality
P62857,meso,45.42842341,91.07,High quality
P62888,thermo,60.36612776,87.44,High quality
P62937,meso,49.95922762,98.04,High quality
P63000,meso,59.36124591,93.91,High quality
P63104,meso,58.02514555,93.78,High quality
